Anteriormente	O	-
informamos	O	-
de	O	-
que	O	-
el	O	-
tratamiento	O	-
de	O	-
pacientes	O	-
con	O	-
cáncer	O	-
de	O	-
pulmón	O	-
de	O	-
células	O	-
no	O	-
pequeñas	O	-
avanzado	O	-
sintomático	O	-
con	O	-
el	O	-
agente	O	-
único	O	-
Gemcitabina	O	-
(	O	-
GEM	O	-
)	O	-
dio	O	-
lugar	O	-
a	O	-
una	O	-
tasa	O	-
de	O	-
respuesta	O	-
de	O	-
beneficio	O	-
clínico	O	-
(	O	-
RR	O	-
)	O	-
superior	O	-
en	O	-
comparación	O	-
con	O	-
la	O	-
quimioterapia	O	-
combinada	O	-
basada	O	-
en	O	-
cisplatino	O	-
.	O	-

Ahora	O	-
informamos	O	-
del	O	-
análisis	O	-
detallado	O	-
del	O	-
control	O	-
de	O	-
los	O	-
síntomas	O	-
individuales	O	-
,	O	-
y	O	-
la	O	-
influencia	O	-
del	O	-
uso	O	-
de	O	-
cisplatino	O	-
,	O	-
la	O	-
edad	O	-
,	O	-
el	O	-
estado	O	-
de	O	-
rendimiento	O	-
(	O	-
PS	O	-
)	O	-
y	O	-
la	O	-
duración	O	-
del	O	-
tratamiento	O	-
.	O	-

Los	O	-
pacientes	O	-
recibieron	O	-
GEM	O	-
(	O	-
1000	O	-
mg/m	O	-
(	O	-
2	O	-
)	O	-
,	O	-
días	O	-
1	O	-
,	O	-
8	O	-
y	O	-
15	O	-
)	O	-
o	O	-
cisplatino	O	-
(	O	-
100	O	-
mg/m	O	-
(	O	-
2	O	-
)	O	-
,	O	-
día	O	-
1	O	-
)	O	-
más	O	-
Vindesina	O	-
(	O	-
3	O	-
mg/m	O	-
(	O	-
2	O	-
)	O	-
,	O	-
días	O	-
1	O	-
y	O	-
15	O	-
)	O	-
(	O	-
PV	O	-
)	O	-
,	O	-
ambos	O	-
cada	O	-
4	O	-
semanas	O	-
.	O	-

Las	O	-
puntuaciones	O	-
de	O	-
9	O	-
síntomas	O	-
fueron	O	-
enumeradas	O	-
semanalmente	O	-
por	O	-
el	O	-
paciente	O	-
en	O	-
escalas	O	-
analógicas	O	-
visuales	O	-
.	O	-

La	O	-
mejora	O	-
de	O	-
un	O	-
síntoma	O	-
se	O	-
definió	O	-
como	O	-
2	O	-
ciclos	O	-
consecutivos	O	-
de	O	-
mejora	O	-
respecto	O	-
a	O	-
la	O	-
línea	O	-
de	O	-
base	O	-
.	O	-

Los	O	-
síntomas	O	-
iniciales	O	-
de	O	-
los	O	-
169	O	-
pacientes	O	-
estaban	O	-
bien	O	-
equilibrados	O	-
entre	O	-
los	O	-
dos	O	-
brazos	O	-
(	O	-
84	O	-
GEM	O	-
,	O	-
85	O	-
PV	O	-
)	O	-
.	O	-

Tanto	B-Premise	HighQuality
los	I-Premise	HighQuality
pacientes	I-Premise	HighQuality
con	I-Premise	HighQuality
respuesta	I-Premise	HighQuality
objetiva	I-Premise	HighQuality
como	I-Premise	HighQuality
con	I-Premise	HighQuality
estabilización	I-Premise	HighQuality
de	I-Premise	HighQuality
la	I-Premise	HighQuality
enfermedad	I-Premise	HighQuality
tenían	I-Premise	HighQuality
un	I-Premise	HighQuality
control	I-Premise	HighQuality
de	I-Premise	HighQuality
los	I-Premise	HighQuality
síntomas	I-Premise	HighQuality
claramente	I-Premise	HighQuality
mejor	I-Premise	HighQuality
que	I-Premise	HighQuality
los	I-Premise	HighQuality
que	I-Premise	HighQuality
presentaban	I-Premise	HighQuality
progresión	I-Premise	HighQuality
de	I-Premise	HighQuality
la	I-Premise	HighQuality
enfermedad	I-Premise	HighQuality
.	I-Premise	HighQuality

El	B-Premise	HighQuality
control	I-Premise	HighQuality
de	I-Premise	HighQuality
los	I-Premise	HighQuality
síntomas	I-Premise	HighQuality
en	I-Premise	HighQuality
ambos	I-Premise	HighQuality
brazos	I-Premise	HighQuality
fue	I-Premise	HighQuality
similar	I-Premise	HighQuality
para	I-Premise	HighQuality
los	I-Premise	HighQuality
síntomas	I-Premise	HighQuality
"específicos	I-Premise	HighQuality
de	I-Premise	HighQuality
la	I-Premise	HighQuality
enfermedad",	I-Premise	HighQuality
como	I-Premise	HighQuality
la	I-Premise	HighQuality
tos,	I-Premise	HighQuality
la	I-Premise	HighQuality
disnea,	I-Premise	HighQuality
el	I-Premise	HighQuality
dolor	I-Premise	HighQuality
o	I-Premise	HighQuality
la	I-Premise	HighQuality
hemoptisis.	I-Premise	HighQuality

En	B-Premise	HighQuality
comparación	I-Premise	HighQuality
con	I-Premise	HighQuality
los	I-Premise	HighQuality
PV,	I-Premise	HighQuality
un	I-Premise	HighQuality
número	I-Premise	HighQuality
significativamente	I-Premise	HighQuality
mayor	I-Premise	HighQuality
de	I-Premise	HighQuality
pacientes	I-Premise	HighQuality
con	I-Premise	HighQuality
GEM	I-Premise	HighQuality
obtuvieron	I-Premise	HighQuality
mejores	I-Premise	HighQuality
puntuaciones	I-Premise	HighQuality
en	I-Premise	HighQuality
los	I-Premise	HighQuality
ítems	I-Premise	HighQuality
"constitucionales",	I-Premise	HighQuality
como	I-Premise	HighQuality
la	I-Premise	HighQuality
anorexia	I-Premise	HighQuality
(	I-Premise	HighQuality
P=0,007	I-Premise	HighQuality
)	I-Premise	HighQuality
,	I-Premise	HighQuality
la	I-Premise	HighQuality
capacidad	I-Premise	HighQuality
de	I-Premise	HighQuality
seguir	I-Premise	HighQuality
con	I-Premise	HighQuality
las	I-Premise	HighQuality
actividades	I-Premise	HighQuality
diarias	I-Premise	HighQuality
(	I-Premise	HighQuality
P=0,04	I-Premise	HighQuality
)	I-Premise	HighQuality
y	I-Premise	HighQuality
la	I-Premise	HighQuality
impresión	I-Premise	HighQuality
general	I-Premise	HighQuality
de	I-Premise	HighQuality
calidad	I-Premise	HighQuality
de	I-Premise	HighQuality
vida	I-Premise	HighQuality
(	I-Premise	HighQuality
P=0,008	I-Premise	HighQuality
)	I-Premise	HighQuality
.	I-Premise	HighQuality

El	B-Premise	HighQuality
control	I-Premise	HighQuality
de	I-Premise	HighQuality
los	I-Premise	HighQuality
síntomas	I-Premise	HighQuality
fue	I-Premise	HighQuality
muy	I-Premise	HighQuality
similar	I-Premise	HighQuality
en	I-Premise	HighQuality
los	I-Premise	HighQuality
pacientes	I-Premise	HighQuality
más	I-Premise	HighQuality
jóvenes	I-Premise	HighQuality
(	I-Premise	HighQuality
<	I-Premise	HighQuality
65	I-Premise	HighQuality
años	I-Premise	HighQuality
)	I-Premise	HighQuality
frente	I-Premise	HighQuality
a	I-Premise	HighQuality
los	I-Premise	HighQuality
de	I-Premise	HighQuality
mayor	I-Premise	HighQuality
edad	I-Premise	HighQuality
(	I-Premise	HighQuality
>	I-Premise	HighQuality
/=65	I-Premise	HighQuality
años	I-Premise	HighQuality
)	I-Premise	HighQuality
,	I-Premise	HighQuality
y	I-Premise	HighQuality
sólo	I-Premise	HighQuality
ligeramente	I-Premise	HighQuality
mejor	I-Premise	HighQuality
en	I-Premise	HighQuality
los	I-Premise	HighQuality
que	I-Premise	HighQuality
tenían	I-Premise	HighQuality
un	I-Premise	HighQuality
PS	I-Premise	HighQuality
de	I-Premise	HighQuality
Karnofsky	I-Premise	HighQuality
>	I-Premise	HighQuality
/=80	I-Premise	HighQuality
%	I-Premise	HighQuality
en	I-Premise	HighQuality
comparación	I-Premise	HighQuality
con	I-Premise	HighQuality
los	I-Premise	HighQuality
de	I-Premise	HighQuality
<	I-Premise	HighQuality
80	I-Premise	HighQuality
%	I-Premise	HighQuality
.	I-Premise	HighQuality

La	B-Premise	HighQuality
mayor	I-Premise	HighQuality
parte	I-Premise	HighQuality
de	I-Premise	HighQuality
la	I-Premise	HighQuality
mejora	I-Premise	HighQuality
de	I-Premise	HighQuality
los	I-Premise	HighQuality
síntomas	I-Premise	HighQuality
se	I-Premise	HighQuality
produjo	I-Premise	HighQuality
en	I-Premise	HighQuality
los	I-Premise	HighQuality
3	I-Premise	HighQuality
primeros	I-Premise	HighQuality
ciclos,	I-Premise	HighQuality
con	I-Premise	HighQuality
alguna	I-Premise	HighQuality
mejora	I-Premise	HighQuality
adicional	I-Premise	HighQuality
de	I-Premise	HighQuality
los	I-Premise	HighQuality
síntomas	I-Premise	HighQuality
en	I-Premise	HighQuality
los	I-Premise	HighQuality
siguientes	I-Premise	HighQuality
ciclos	I-Premise	HighQuality
sólo	I-Premise	HighQuality
en	I-Premise	HighQuality
el	I-Premise	HighQuality
brazo	I-Premise	HighQuality
GEM.	I-Premise	HighQuality

Tanto	B-Claim	HighQuality
la	I-Claim	HighQuality
GEM	I-Claim	HighQuality
como	I-Claim	HighQuality
la	I-Claim	HighQuality
PV	I-Claim	HighQuality
arrojan	I-Claim	HighQuality
una	I-Claim	HighQuality
tasa	I-Claim	HighQuality
de	I-Claim	HighQuality
control	I-Claim	HighQuality
de	I-Claim	HighQuality
los	I-Claim	HighQuality
síntomas	I-Claim	HighQuality
muy	I-Claim	HighQuality
superior	I-Claim	HighQuality
a	I-Claim	HighQuality
la	I-Claim	HighQuality
esperada	I-Claim	HighQuality
por	I-Claim	HighQuality
el	I-Claim	HighQuality
RR	I-Claim	HighQuality
tumoral	I-Claim	HighQuality
objetivo.	I-Claim	HighQuality

GEM	B-Claim	HighQuality
es	I-Claim	HighQuality
igualmente	I-Claim	HighQuality
eficaz	I-Claim	HighQuality
en	I-Claim	HighQuality
el	I-Claim	HighQuality
control	I-Claim	HighQuality
de	I-Claim	HighQuality
los	I-Claim	HighQuality
síntomas	I-Claim	HighQuality
"específicos	I-Claim	HighQuality
de	I-Claim	HighQuality
la	I-Claim	HighQuality
enfermedad",	I-Claim	HighQuality
pero	I-Claim	HighQuality
es	I-Claim	HighQuality
superior	I-Claim	HighQuality
en	I-Claim	HighQuality
el	I-Claim	HighQuality
control	I-Claim	HighQuality
de	I-Claim	HighQuality
los	I-Claim	HighQuality
síntomas	I-Claim	HighQuality
"constitucionales".	I-Claim	HighQuality

La	B-Premise	HighQuality
mayor	I-Premise	HighQuality
parte	I-Premise	HighQuality
del	I-Premise	HighQuality
control	I-Premise	HighQuality
de	I-Premise	HighQuality
los	I-Premise	HighQuality
síntomas	I-Premise	HighQuality
se	I-Premise	HighQuality
consiguió	I-Premise	HighQuality
durante	I-Premise	HighQuality
los	I-Premise	HighQuality
3	I-Premise	HighQuality
primeros	I-Premise	HighQuality
ciclos	I-Premise	HighQuality
de	I-Premise	HighQuality
tratamiento,	I-Premise	HighQuality
con	I-Premise	HighQuality
alguna	I-Premise	HighQuality
mejora	I-Premise	HighQuality
posterior	I-Premise	HighQuality
sólo	I-Premise	HighQuality
en	I-Premise	HighQuality
el	I-Premise	HighQuality
brazo	I-Premise	HighQuality
GEM.	I-Premise	HighQuality

Comparar	O	-
los	O	-
resultados	O	-
a	O	-
un	O	-
año	O	-
de	O	-
la	O	-
trabeculotomía	O	-
circunferencial	O	-
asistida	O	-
por	O	-
microcatéter	O	-
iluminado	O	-
(	O	-
IMCT	O	-
)	O	-
frente	O	-
a	O	-
la	O	-
trabeculotomía	O	-
parcial	O	-
convencional	O	-
(	O	-
CPT	O	-
)	O	-
para	O	-
el	O	-
glaucoma	O	-
congénito	O	-
primario	O	-
(	O	-
PCG	O	-
)	O	-
.	O	-

Cuarenta	O	-
ojos	O	-
de	O	-
31	O	-
pacientes	O	-
con	O	-
glaucoma	O	-
congénito	O	-
primario	O	-
unilateral	O	-
o	O	-
bilateral	O	-
de	O	-
menos	O	-
de	O	-
2	O	-
años	O	-
de	O	-
edad	O	-
fueron	O	-
aleatorizados	O	-
para	O	-
someterse	O	-
a	O	-
una	O	-
TCMI	O	-
(	O	-
20	O	-
ojos	O	-
)	O	-
o	O	-
a	O	-
una	O	-
TPC	O	-
(	O	-
20	O	-
ojos	O	-
)	O	-
.	O	-

La	O	-
medida	O	-
de	O	-
resultado	O	-
primaria	O	-
fue	O	-
la	O	-
reducción	O	-
de	O	-
la	O	-
presión	O	-
intraocular	O	-
(PIO).	O	-

El	O	-
criterio	O	-
de	O	-
éxito	O	-
se	O	-
definió	O	-
como	O	-
PIO	O	-
≤	O	-
